SalesID,CustID,PaymentMethod,Payment Date,PaymentID,PaymentAmount,LoanID,Bank Name
SO239054,22928,AutoDebitEMI,16-11-2023,P19038,39891,LDC10954,ICICI
SO239055,24732,UPI,16-11-2023,P19039,13200,LDC10955,Andhra Bank
SO239056,20846,UPI,16-11-2023,P19040,16350,LDC10956,ICICI
SO239057,21301,CreditCard,16-11-2023,P19041,32100,LDC10957,HDFC
SO239058,23768,UPI,16-11-2023,P19042,22650,LDC10958,ICICI
SO239059,24828,Cash,16-11-2023,P19043,54500,,NetCash
SO239060,20291,BankTransfer,17-11-2023,P19044,107000,,Andhra Bank
SO239061,19082,CreditCard,17-11-2023,P19045,28821,LDC10961,HDFC
SO239062,24213,Cash,17-11-2023,P19046,85930,,NetCash
SO239063,18468,CreditCard,17-11-2023,P19047,23249.7,LDC10963,Canara Bank
SO239064,21998,AutoDebitEMI,17-11-2023,P19048,40350,LDC10964,HDFC
SO239065,24539,BankTransferEMI,17-11-2023,P19049,20541,LDC10965,ICICI
SO239066,24560,CreditCard,17-11-2023,P19050,54750,LDC10966,HDFC
SO239067,22512,Cash,17-11-2023,P19051,59140,,NetCash
SO239068,24822,Cash,17-11-2023,P19052,98500,,NetCash
SO239069,23093,UPI,17-11-2023,P19053,26397,LDC10969,HDFC
SO239070,24391,AutoDebitEMI,17-11-2023,P19054,34950,LDC10970,Axis
SO239071,21895,UPI,17-11-2023,P19055,22200,LDC10971,HDFC
SO239072,19604,CreditCard,17-11-2023,P19056,25812,LDC10972,Axis
SO239073,22979,DebitCard,17-11-2023,P19057,187500,,ICICI
SO239074,21936,CreditCard,17-11-2023,P19058,22650,LDC10974,Andhra Bank
SO239075,24628,AutoDebitEMI,17-11-2023,P19059,21000,LDC10975,Andhra Bank
SO239076,18461,BankTransfer,17-11-2023,P19060,80499,,Canara Bank
SO239077,20766,DebitCard,17-11-2023,P19061,190000,,Andhra Bank
SO239078,24009,DebitCard,17-11-2023,P19062,157500,,Andhra Bank
SO239079,20445,UPI,17-11-2023,P19063,24000,LDC10979,Andhra Bank
SO239080,19223,DebitCard,17-11-2023,P19064,83000,,Axis
SO239081,23379,CreditCard,17-11-2023,P19065,53250,LDC10981,Axis
SO239082,18166,BankTransfer,17-11-2023,P19066,124500,,HDFC
SO239083,19482,CreditCard,17-11-2023,P19067,25662,LDC10983,HDFC
SO239084,20804,CreditCard,17-11-2023,P19068,39071.4,LDC10984,HDFC
SO239085,22383,BankTransferEMI,17-11-2023,P19069,16755.6,LDC10985,Canara Bank
SO239086,19495,UPI,17-11-2023,P19070,14599.2,LDC10986,Canara Bank
SO239087,22311,CreditCard,17-11-2023,P19071,19050,LDC10987,Andhra Bank
SO239088,21841,AutoDebitEMI,18-11-2023,P19072,54720,LDC10988,ICICI
SO239089,24943,BankTransferEMI,18-11-2023,P19073,40350,LDC10989,ICICI
SO239090,23095,BankTransferEMI,18-11-2023,P19074,20082,LDC10990,HDFC
SO239091,20487,BankTransferEMI,18-11-2023,P19075,24749.7,LDC10991,Andhra Bank
SO239092,22824,DebitCard,18-11-2023,P19076,49500,,Axis
SO239093,23616,BankTransfer,18-11-2023,P19077,177500,,HDFC
SO239094,19534,UPI,18-11-2023,P19078,26700,LDC10994,Andhra Bank
SO239095,19750,CreditCard,18-11-2023,P19079,53100,LDC10995,HDFC
SO239096,22951,AutoDebitEMI,18-11-2023,P19080,24150,LDC10996,Andhra Bank
SO239097,21168,AutoDebitEMI,18-11-2023,P19081,31471.2,LDC10997,Canara Bank
SO239098,23818,CreditCard,18-11-2023,P19082,13141.2,LDC10998,ICICI
SO239099,22243,CreditCard,18-11-2023,P19083,32490.6,LDC10999,HDFC
SO239100,22612,CreditCard,18-11-2023,P19084,27637.5,LDC11000,Andhra Bank
SO239101,23804,BankTransfer,18-11-2023,P19085,108302,,Andhra Bank
SO239102,23677,CreditCard,18-11-2023,P19086,54621,LDC11002,Canara Bank
SO239103,21152,Cash,18-11-2023,P19087,66412,,NetCash
SO239104,22299,UPI,18-11-2023,P19088,14700,LDC11004,Andhra Bank
SO239105,20431,UPI,18-11-2023,P19089,27750,LDC11005,Canara Bank
SO239106,24359,DebitCard,18-11-2023,P19090,76000,,Andhra Bank
SO239107,20361,DebitCard,18-11-2023,P19091,74530,,Axis
SO239108,19721,BankTransfer,18-11-2023,P19092,74500,,Canara Bank
SO239109,24638,BankTransfer,18-11-2023,P19093,69420,,ICICI
SO239110,21162,DebitCard,18-11-2023,P19094,49000,,Axis
SO239111,20295,Cash,18-11-2023,P19095,9077,,NetCash
SO239112,21392,CreditCard,18-11-2023,P19096,19200,LDC11012,Axis
SO239113,19311,DebitCard,18-11-2023,P19097,70000,,Canara Bank
SO239114,23724,AutoDebitEMI,18-11-2023,P19098,21600,LDC11014,HDFC
SO239115,19129,DebitCard,18-11-2023,P19099,82000,,HDFC
SO239116,24178,Cash,19-11-2023,P19100,68470,,NetCash
SO239117,20085,CreditCard,19-11-2023,P19101,25779,LDC11017,Axis
SO239118,20842,CreditCard,19-11-2023,P19102,56952,LDC11018,ICICI
SO239119,18086,BankTransfer,19-11-2023,P19103,68470,,Axis
SO239120,22193,AutoDebitEMI,19-11-2023,P19104,24135,LDC11020,ICICI
SO239121,23849,BankTransferEMI,19-11-2023,P19105,22044,LDC11021,Axis
SO239122,21492,DebitCard,19-11-2023,P19106,34000,,Andhra Bank
SO239123,20208,BankTransfer,19-11-2023,P19107,276500,,Axis
SO239124,22141,UPI,19-11-2023,P19108,34200,LDC11024,Canara Bank
SO239125,22071,AutoDebitEMI,19-11-2023,P19109,34800,LDC11025,Axis
SO239126,24270,DebitCard,19-11-2023,P19110,134000,,Axis
SO239127,20168,Cash,19-11-2023,P19111,94970,,NetCash
SO239128,23162,CreditCard,19-11-2023,P19112,54471,LDC11028,HDFC
SO239129,20143,DebitCard,19-11-2023,P19113,77000,,Axis
SO239130,23498,Cash,19-11-2023,P19114,83000,,NetCash
SO239131,19402,BankTransfer,19-11-2023,P19115,192000,,Andhra Bank
SO239132,23953,Cash,19-11-2023,P19116,55523,,NetCash
SO239133,23963,BankTransfer,19-11-2023,P19117,69000,,Andhra Bank
SO239134,19087,AutoDebitEMI,19-11-2023,P19118,24150,LDC11034,Canara Bank
SO239135,22217,AutoDebitEMI,19-11-2023,P19119,85800,LDC11035,Axis
SO239136,24637,BankTransfer,19-11-2023,P19120,68950,,Andhra Bank
SO239137,21587,BankTransfer,19-11-2023,P19121,72500,,Axis
SO239138,18545,AutoDebitEMI,19-11-2023,P19122,45599.7,LDC11038,Canara Bank
SO239139,23735,CreditCard,19-11-2023,P19123,22200,LDC11039,Axis
SO239140,23341,BankTransfer,19-11-2023,P19124,73980,,Andhra Bank
SO239141,21248,UPI,19-11-2023,P19125,58602,LDC11041,Andhra Bank
SO239142,23932,DebitCard,19-11-2023,P19126,89000,,ICICI
SO239143,23597,CreditCard,19-11-2023,P19127,33600,LDC11043,Axis
SO239144,23322,BankTransfer,20-11-2023,P19128,89500,,Canara Bank
SO239145,22351,CreditCard,20-11-2023,P19129,45749.7,LDC11045,Axis
SO239146,21449,BankTransfer,20-11-2023,P19130,75000,,HDFC
SO239147,22423,BankTransfer,20-11-2023,P19131,266000,,Canara Bank
SO239148,22044,CreditCard,20-11-2023,P19132,21750,LDC11048,Canara Bank
SO239149,19159,AutoDebitEMI,20-11-2023,P19133,15808.8,LDC11049,Axis
SO239150,23529,UPI,20-11-2023,P19134,22200,LDC11050,ICICI
SO239151,21441,DebitCard,20-11-2023,P19135,44114,,Canara Bank
SO239152,24317,UPI,20-11-2023,P19136,20976,LDC11052,Axis
SO239153,20348,BankTransfer,20-11-2023,P19137,91644,,HDFC
SO239154,18928,UPI,20-11-2023,P19138,32250,LDC11054,ICICI
SO239155,20424,BankTransferEMI,20-11-2023,P19139,21636,LDC11055,Axis
SO239156,22191,AutoDebitEMI,20-11-2023,P19140,22350,LDC11056,HDFC
SO239157,19944,AutoDebitEMI,20-11-2023,P19141,41113.8,LDC11057,HDFC
SO239158,23063,BankTransferEMI,20-11-2023,P19142,37245,LDC11058,Andhra Bank
SO239159,24160,Cash,20-11-2023,P19143,83000,,NetCash
SO239160,23525,CreditCard,20-11-2023,P19144,39600,LDC11060,HDFC
SO239161,20989,Cash,20-11-2023,P19145,132470,,NetCash
SO239162,19302,BankTransfer,20-11-2023,P19146,137046,,ICICI
SO239163,22875,UPI,20-11-2023,P19147,33653.7,LDC11063,ICICI
SO239164,18711,BankTransfer,20-11-2023,P19148,69499,,Canara Bank
SO239165,20771,Cash,20-11-2023,P19149,122883,,NetCash
SO239166,23664,AutoDebitEMI,20-11-2023,P19150,53250,LDC11066,Andhra Bank
SO239167,23315,CreditCard,20-11-2023,P19151,20556,LDC11067,ICICI
SO239168,22082,DebitCard,20-11-2023,P19152,58640,,HDFC
SO239169,21365,CreditCard,20-11-2023,P19153,20322,LDC11069,Axis
SO239170,21607,DebitCard,20-11-2023,P19154,124150,,ICICI
SO239171,20703,BankTransfer,20-11-2023,P19155,72120,,HDFC
SO239172,21914,BankTransfer,21-11-2023,P19156,98000,,ICICI
SO239173,20772,BankTransfer,21-11-2023,P19157,69500,,ICICI
SO239174,19658,AutoDebitEMI,21-11-2023,P19158,29010,LDC11074,Canara Bank
SO239175,22649,UPI,21-11-2023,P19159,21600,LDC11075,Andhra Bank
SO239176,23025,UPI,21-11-2023,P19160,54600,LDC11076,HDFC
SO239177,22531,CreditCard,21-11-2023,P19161,15900,LDC11077,ICICI
SO239178,22077,AutoDebitEMI,21-11-2023,P19162,32700,LDC11078,Andhra Bank
SO239179,19603,Cash,21-11-2023,P19163,157000,,NetCash
SO239180,18649,UPI,21-11-2023,P19164,28491,LDC11080,Axis
SO239181,24143,BankTransferEMI,21-11-2023,P19165,29406,LDC11081,HDFC
SO239182,23730,DebitCard,21-11-2023,P19166,83250,,HDFC
SO239183,20453,UPI,21-11-2023,P19167,23250,LDC11083,Axis
SO239184,23495,BankTransfer,21-11-2023,P19168,110000,,Axis
SO239185,24088,BankTransferEMI,21-11-2023,P19169,40350,LDC11085,ICICI
SO239186,21466,BankTransferEMI,21-11-2023,P19170,23550,LDC11086,Andhra Bank
SO239187,22340,DebitCard,21-11-2023,P19171,48164,,ICICI
SO239188,20351,Cash,21-11-2023,P19172,83250,,NetCash
SO239189,22528,CreditCard,21-11-2023,P19173,22935,LDC11089,Canara Bank
SO239190,20294,Cash,21-11-2023,P19174,76999,,NetCash
SO239191,20683,BankTransfer,21-11-2023,P19175,64000,,Axis
SO239192,22190,AutoDebitEMI,21-11-2023,P19176,39750,LDC11092,HDFC
SO239193,22217,BankTransferEMI,21-11-2023,P19177,25050,LDC11093,Canara Bank
SO239194,23729,BankTransfer,21-11-2023,P19178,61190,,HDFC
SO239195,19517,CreditCard,21-11-2023,P19179,58452,LDC11095,Canara Bank
SO239196,20322,Cash,21-11-2023,P19180,91000,,NetCash
SO239197,23689,CreditCard,21-11-2023,P19181,26397,LDC11097,Andhra Bank
SO239198,19769,BankTransfer,21-11-2023,P19182,53196,,Axis
SO239199,20546,DebitCard,21-11-2023,P19183,77499,,Axis
SO239200,19769,BankTransfer,22-11-2023,P19184,157500,,Axis
SO239201,23230,BankTransferEMI,22-11-2023,P19185,27831,LDC11101,Axis
SO239202,22583,DebitCard,22-11-2023,P19186,97200,,HDFC
SO239203,21275,AutoDebitEMI,22-11-2023,P19187,28671,LDC11103,HDFC
SO239204,23255,BankTransfer,22-11-2023,P19188,182400,,Axis
SO239205,19290,DebitCard,22-11-2023,P19189,59140,,ICICI
SO239206,18579,UPI,22-11-2023,P19190,47250,LDC11106,Canara Bank
SO239207,18067,AutoDebitEMI,22-11-2023,P19191,56802,LDC11107,HDFC
SO239208,18420,DebitCard,22-11-2023,P19192,190500,,Canara Bank
SO239209,21982,BankTransferEMI,22-11-2023,P19193,38827.8,LDC11109,HDFC
SO239210,18309,Cash,22-11-2023,P19194,197500,,NetCash
SO239211,20921,DebitCard,22-11-2023,P19195,104904,,Andhra Bank
SO239212,18773,Cash,22-11-2023,P19196,116500,,NetCash
SO239213,24006,BankTransferEMI,22-11-2023,P19197,29256,LDC11113,Canara Bank
SO239214,19334,UPI,22-11-2023,P19198,24600,LDC11114,Axis
SO239215,22109,BankTransferEMI,22-11-2023,P19199,22044,LDC11115,Canara Bank
SO239216,19873,Cash,22-11-2023,P19200,69420,,NetCash
SO239217,19570,Cash,22-11-2023,P19201,152499,,NetCash
SO239218,24615,DebitCard,22-11-2023,P19202,197000,,ICICI
SO239219,20384,UPI,22-11-2023,P19203,40963.8,LDC11119,Andhra Bank
SO239220,21028,DebitCard,22-11-2023,P19204,63000,,ICICI
SO239221,18735,DebitCard,22-11-2023,P19205,87000,,Canara Bank
SO239222,24020,BankTransfer,22-11-2023,P19206,110000,,Andhra Bank
SO239223,21755,Cash,22-11-2023,P19207,55352,,NetCash
SO239224,21936,CreditCard,22-11-2023,P19208,22050,LDC11124,Axis
SO239225,18919,BankTransfer,22-11-2023,P19209,94970,,HDFC
SO239226,20107,BankTransfer,22-11-2023,P19210,43804,,Andhra Bank
SO239227,20674,DebitCard,22-11-2023,P19211,96070,,Axis
SO239228,23193,Cash,23-11-2023,P19212,82500,,NetCash
SO239229,20007,AutoDebitEMI,23-11-2023,P19213,23999.7,LDC11129,Andhra Bank
SO239230,22527,CreditCard,23-11-2023,P19214,16050,LDC11130,Axis
SO239231,23562,Cash,23-11-2023,P19215,53000,,NetCash
SO239232,24487,AutoDebitEMI,23-11-2023,P19216,27600,LDC11132,Canara Bank
SO239233,24004,CreditCard,23-11-2023,P19217,14700,LDC11133,Axis
SO239234,18493,CreditCard,23-11-2023,P19218,16050,LDC11134,Andhra Bank
SO239235,23031,CreditCard,23-11-2023,P19219,38100,LDC11135,HDFC
SO239236,18203,DebitCard,23-11-2023,P19220,206500,,HDFC
SO239237,21335,UPI,23-11-2023,P19221,45749.7,LDC11137,Andhra Bank
SO239238,24037,DebitCard,23-11-2023,P19222,9577,,HDFC
SO239239,20611,CreditCard,23-11-2023,P19223,21900,LDC11139,Andhra Bank
SO239240,24527,BankTransferEMI,23-11-2023,P19224,27153,LDC11140,HDFC
SO239241,22253,AutoDebitEMI,23-11-2023,P19225,24000,LDC11141,HDFC
SO239242,23271,CreditCard,23-11-2023,P19226,20556,LDC11142,Andhra Bank
SO239243,19684,BankTransfer,23-11-2023,P19227,68520,,Axis
SO239244,22769,CreditCard,23-11-2023,P19228,47983.5,LDC11144,Andhra Bank
SO239245,23915,Cash,23-11-2023,P19229,266000,,NetCash
SO239246,18819,BankTransfer,23-11-2023,P19230,70000,,Andhra Bank
SO239247,24682,AutoDebitEMI,23-11-2023,P19231,25527,LDC11147,Axis
SO239248,21905,UPI,23-11-2023,P19232,16506.9,LDC11148,HDFC
SO239249,23957,DebitCard,23-11-2023,P19233,75500,,HDFC
SO239250,23786,DebitCard,23-11-2023,P19234,69020,,HDFC
SO239251,24228,Cash,23-11-2023,P19235,76938,,NetCash
SO239252,20460,DebitCard,23-11-2023,P19236,68000,,ICICI
SO239253,23647,Cash,23-11-2023,P19237,71500,,NetCash
SO239254,22499,DebitCard,23-11-2023,P19238,63000,,Andhra Bank
SO239255,21662,DebitCard,23-11-2023,P19239,76438,,ICICI
SO239256,24535,BankTransferEMI,24-11-2023,P19240,21000,LDC11156,Canara Bank
SO239257,22970,DebitCard,24-11-2023,P19241,90010,,Axis
SO239258,21209,AutoDebitEMI,24-11-2023,P19242,29550,LDC11158,Andhra Bank
SO239259,21510,AutoDebitEMI,24-11-2023,P19243,14734.2,LDC11159,ICICI
SO239260,19971,AutoDebitEMI,24-11-2023,P19244,22931.4,LDC11160,Canara Bank
SO239261,19435,UPI,24-11-2023,P19245,38100,LDC11161,Andhra Bank
SO239262,22591,UPI,24-11-2023,P19246,16869.6,LDC11162,Andhra Bank
SO239263,23707,UPI,24-11-2023,P19247,17742,LDC11163,Canara Bank
SO239264,22218,AutoDebitEMI,24-11-2023,P19248,32850,LDC11164,Canara Bank
SO239265,24462,BankTransfer,24-11-2023,P19249,96750,,Canara Bank
SO239266,18059,UPI,24-11-2023,P19250,22050,LDC11166,Axis
SO239267,24427,Cash,24-11-2023,P19251,72000,,NetCash
SO239268,20277,BankTransfer,24-11-2023,P19252,80500,,Andhra Bank
SO239269,22380,BankTransferEMI,24-11-2023,P19253,32850,LDC11169,ICICI
SO239270,19433,UPI,24-11-2023,P19254,19050,LDC11170,ICICI
SO239271,18879,DebitCard,24-11-2023,P19255,109500,,Axis
SO239272,20284,BankTransfer,24-11-2023,P19256,123650,,ICICI
SO239273,20774,UPI,24-11-2023,P19257,27990,LDC11173,Canara Bank
SO239274,18470,CreditCard,24-11-2023,P19258,23250,LDC11174,HDFC
SO239275,18589,AutoDebitEMI,24-11-2023,P19259,29397,LDC11175,Andhra Bank
SO239276,18679,CreditCard,24-11-2023,P19260,25779,LDC11176,ICICI
SO239277,19471,CreditCard,24-11-2023,P19261,21000,LDC11177,HDFC
SO239278,22766,BankTransfer,24-11-2023,P19262,67740,,Axis
SO239279,22261,BankTransfer,24-11-2023,P19263,104904,,ICICI
SO239280,24469,UPI,24-11-2023,P19264,10200,LDC11180,HDFC
SO239281,19183,DebitCard,24-11-2023,P19265,76438,,ICICI
SO239282,20888,Cash,24-11-2023,P19266,84590,,NetCash
SO239283,20768,CreditCard,24-11-2023,P19267,17592,LDC11183,HDFC
SO239284,20793,CreditCard,25-11-2023,P19268,84450,LDC11184,ICICI
SO239285,21212,AutoDebitEMI,25-11-2023,P19269,67800,LDC11185,HDFC
SO239286,24380,CreditCard,25-11-2023,P19270,29010,LDC11186,Axis
SO239287,23170,UPI,25-11-2023,P19271,33600,LDC11187,Axis
SO239288,22775,BankTransfer,25-11-2023,P19272,72000,,ICICI
SO239289,20629,CreditCard,25-11-2023,P19273,50700,LDC11189,ICICI
SO239290,19137,BankTransferEMI,25-11-2023,P19274,20472,LDC11190,Axis
SO239291,20048,Cash,25-11-2023,P19275,78000,,NetCash
SO239292,18210,DebitCard,25-11-2023,P19276,144000,,Andhra Bank
SO239293,22099,UPI,25-11-2023,P19277,20850,LDC11193,Andhra Bank
SO239294,20960,BankTransfer,25-11-2023,P19278,34500,,ICICI
SO239295,18553,BankTransfer,25-11-2023,P19279,91500,,ICICI
SO239296,20529,UPI,25-11-2023,P19280,57600,LDC11196,HDFC
SO239297,18580,AutoDebitEMI,25-11-2023,P19281,16350,LDC11197,HDFC
SO239298,18138,BankTransfer,25-11-2023,P19282,94970,,ICICI
SO239299,21850,AutoDebitEMI,25-11-2023,P19283,37014.9,LDC11199,HDFC
SO239300,23580,CreditCard,25-11-2023,P19284,29406,LDC11200,HDFC
SO239301,22149,BankTransfer,25-11-2023,P19285,64000,,Canara Bank
SO239302,24935,Cash,25-11-2023,P19286,49000,,NetCash
SO239303,22193,BankTransferEMI,25-11-2023,P19287,79950,LDC11203,HDFC
SO239304,22807,UPI,25-11-2023,P19288,24825,LDC11204,Canara Bank
SO239305,24886,BankTransfer,25-11-2023,P19289,70000,,Axis
SO239306,19384,UPI,25-11-2023,P19290,23250,LDC11206,Canara Bank
SO239307,20323,DebitCard,25-11-2023,P19291,69550,,Axis
SO239308,19580,DebitCard,25-11-2023,P19292,67500,,HDFC
SO239309,22468,BankTransfer,25-11-2023,P19293,97520,,Axis
SO239310,18361,CreditCard,25-11-2023,P19294,27343.2,LDC11210,ICICI
SO239311,22098,CreditCard,25-11-2023,P19295,32250,LDC11211,HDFC
SO239312,22555,Cash,26-11-2023,P19296,182500,,NetCash
SO239313,20257,UPI,26-11-2023,P19297,44100,LDC11213,ICICI
SO239314,20126,BankTransfer,26-11-2023,P19298,80500,,Canara Bank
SO239315,24053,BankTransferEMI,26-11-2023,P19299,32250,LDC11215,Canara Bank
SO239316,19866,Cash,26-11-2023,P19300,124500,,NetCash
SO239317,18892,Cash,26-11-2023,P19301,105404,,NetCash
SO239318,23922,DebitCard,26-11-2023,P19302,93500,,Andhra Bank
SO239319,21820,Cash,26-11-2023,P19303,83000,,NetCash
SO239320,18549,BankTransfer,26-11-2023,P19304,231500,,Andhra Bank
SO239321,19195,Cash,26-11-2023,P19305,122500,,NetCash
SO239322,21699,DebitCard,26-11-2023,P19306,83000,,Canara Bank
SO239323,24006,BankTransfer,26-11-2023,P19307,108302,,HDFC
SO239324,22049,CreditCard,26-11-2023,P19308,20849.7,LDC11224,Andhra Bank
SO239325,24136,DebitCard,26-11-2023,P19309,231000,,ICICI
SO239326,23627,BankTransfer,26-11-2023,P19310,144500,,Canara Bank
SO239327,19313,BankTransfer,26-11-2023,P19311,72120,,Canara Bank
SO239328,20250,Cash,26-11-2023,P19312,88490,,NetCash
SO239329,24966,AutoDebitEMI,26-11-2023,P19313,33803.7,LDC11229,Canara Bank
SO239330,21008,CreditCard,26-11-2023,P19314,16656.9,LDC11230,ICICI
SO239331,19888,AutoDebitEMI,26-11-2023,P19315,23400,LDC11231,HDFC
SO239332,19369,CreditCard,26-11-2023,P19316,12991.2,LDC11232,HDFC
SO239333,18305,AutoDebitEMI,26-11-2023,P19317,22935,LDC11233,ICICI
SO239334,19552,UPI,26-11-2023,P19318,24749.7,LDC11234,Canara Bank
SO239335,21989,Cash,26-11-2023,P19319,177000,,NetCash
SO239336,21040,UPI,26-11-2023,P19320,16050,LDC11236,HDFC
SO239337,23161,BankTransfer,26-11-2023,P19321,87500,,Axis
SO239338,21351,DebitCard,26-11-2023,P19322,110665,,Canara Bank
SO239339,22348,DebitCard,26-11-2023,P19323,97335,,Axis
SO239340,24661,CreditCard,27-11-2023,P19324,34200,LDC11240,Axis
SO239341,20028,BankTransferEMI,27-11-2023,P19325,21525,LDC11241,Canara Bank
SO239342,20601,AutoDebitEMI,27-11-2023,P19326,53250,LDC11242,Canara Bank
SO239343,23005,CreditCard,27-11-2023,P19327,29400,LDC11243,Canara Bank
SO239344,24250,UPI,27-11-2023,P19328,54471,LDC11244,Axis
SO239345,20170,DebitCard,27-11-2023,P19329,76000,,ICICI
SO239346,18446,BankTransferEMI,27-11-2023,P19330,27493.2,LDC11246,HDFC
SO239347,18863,UPI,27-11-2023,P19331,24599.7,LDC11247,ICICI
SO239348,21633,UPI,27-11-2023,P19332,10200,LDC11248,Andhra Bank
SO239349,20568,BankTransferEMI,27-11-2023,P19333,21150,LDC11249,Andhra Bank
SO239350,22742,UPI,27-11-2023,P19334,24600,LDC11250,Axis
SO239351,20593,CreditCard,27-11-2023,P19335,21000,LDC11251,Andhra Bank
SO239352,23219,CreditCard,27-11-2023,P19336,25662,LDC11252,HDFC
SO239353,24359,BankTransferEMI,27-11-2023,P19337,39741,LDC11253,HDFC
SO239354,22461,AutoDebitEMI,27-11-2023,P19338,56250,LDC11254,Andhra Bank
SO239355,21676,BankTransferEMI,27-11-2023,P19339,67950,LDC11255,Canara Bank
SO239356,18549,Cash,27-11-2023,P19340,90010,,NetCash
SO239357,19881,BankTransferEMI,27-11-2023,P19341,20706,LDC11257,ICICI
SO239358,21347,Cash,27-11-2023,P19342,82730,,NetCash
SO239359,21441,AutoDebitEMI,27-11-2023,P19343,24825,LDC11259,ICICI
SO239360,20335,BankTransferEMI,27-11-2023,P19344,23394.3,LDC11260,HDFC
SO239361,19830,BankTransferEMI,27-11-2023,P19345,57000,LDC11261,ICICI
SO239362,18894,CreditCard,27-11-2023,P19346,16656.9,LDC11262,Canara Bank
SO239363,21113,BankTransferEMI,27-11-2023,P19347,29550,LDC11263,Canara Bank
SO239364,19578,BankTransferEMI,27-11-2023,P19348,18900,LDC11264,Canara Bank
SO239365,20995,BankTransfer,27-11-2023,P19349,137046,,Canara Bank
SO239366,24646,BankTransferEMI,27-11-2023,P19350,22050,LDC11266,Axis
SO239367,22129,CreditCard,27-11-2023,P19351,54450,LDC11267,Andhra Bank
SO239368,21849,UPI,28-11-2023,P19352,24900,LDC11268,ICICI
SO239369,20877,DebitCard,28-11-2023,P19353,72000,,ICICI
SO239370,24777,UPI,28-11-2023,P19354,20691,LDC11270,ICICI
SO239371,24279,AutoDebitEMI,28-11-2023,P19355,15549,LDC11271,Andhra Bank
SO239372,19864,CreditCard,28-11-2023,P19356,31621.2,LDC11272,ICICI
SO239373,22352,Cash,28-11-2023,P19357,206000,,NetCash
SO239374,19258,DebitCard,28-11-2023,P19358,76000,,Andhra Bank
SO239375,18764,AutoDebitEMI,28-11-2023,P19359,18357,LDC11275,HDFC
SO239376,19813,BankTransferEMI,28-11-2023,P19360,23250,LDC11276,Canara Bank
SO239377,23604,UPI,28-11-2023,P19361,22350,LDC11277,Canara Bank
SO239378,22258,Cash,28-11-2023,P19362,70000,,NetCash
SO239379,24219,BankTransferEMI,28-11-2023,P19363,57000,LDC11279,HDFC
SO239380,20385,DebitCard,28-11-2023,P19364,206500,,ICICI
SO239381,24741,Cash,28-11-2023,P19365,82230,,NetCash
SO239382,21656,BankTransferEMI,28-11-2023,P19366,24149.7,LDC11282,Axis
SO239383,22115,BankTransfer,28-11-2023,P19367,192000,,HDFC
SO239384,23375,BankTransferEMI,28-11-2023,P19368,24900,LDC11284,HDFC
SO239385,19588,DebitCard,28-11-2023,P19369,76938,,Axis
SO239386,21868,CreditCard,28-11-2023,P19370,22650,LDC11286,Axis
SO239387,23123,UPI,28-11-2023,P19371,23550,LDC11287,HDFC
SO239388,21666,Cash,28-11-2023,P19372,67740,,NetCash
SO239389,20261,CreditCard,28-11-2023,P19373,37350,LDC11289,Andhra Bank
SO239390,19782,UPI,28-11-2023,P19374,39891,LDC11290,Andhra Bank
SO239391,20120,UPI,28-11-2023,P19375,50850,LDC11291,Andhra Bank
SO239392,23713,BankTransfer,28-11-2023,P19376,87000,,Andhra Bank
SO239393,21107,Cash,28-11-2023,P19377,90510,,NetCash
SO239394,19481,AutoDebitEMI,28-11-2023,P19378,16350,LDC11294,HDFC
SO239395,22669,BankTransfer,28-11-2023,P19379,48664,,ICICI
SO239396,23320,AutoDebitEMI,29-11-2023,P19380,45749.7,LDC11296,HDFC
SO239397,18941,CreditCard,29-11-2023,P19381,23400,LDC11297,Axis
SO239398,23699,BankTransferEMI,29-11-2023,P19382,20322,LDC11298,Andhra Bank
SO239399,24458,CreditCard,29-11-2023,P19383,21750,LDC11299,Andhra Bank
SO239400,20226,BankTransfer,29-11-2023,P19384,72000,,Canara Bank
SO239401,24498,DebitCard,29-11-2023,P19385,157000,,HDFC
SO239402,22954,Cash,29-11-2023,P19386,79999,,NetCash
SO239403,19099,BankTransferEMI,29-11-2023,P19387,25527,LDC11303,HDFC
SO239404,21201,UPI,29-11-2023,P19388,29400,LDC11304,ICICI
SO239405,19615,AutoDebitEMI,29-11-2023,P19389,29256,LDC11305,HDFC
SO239406,23733,AutoDebitEMI,29-11-2023,P19390,34800,LDC11306,HDFC
SO239407,21117,CreditCard,29-11-2023,P19391,33000,LDC11307,Axis
SO239408,19769,BankTransfer,29-11-2023,P19392,107500,,Axis
SO239409,18913,BankTransferEMI,29-11-2023,P19393,32250,LDC11309,ICICI
SO239410,19089,AutoDebitEMI,29-11-2023,P19394,69450,LDC11310,ICICI
SO239411,24491,BankTransfer,29-11-2023,P19395,55732,,ICICI
SO239412,18636,DebitCard,29-11-2023,P19396,177500,,Axis
SO239413,21392,CreditCard,29-11-2023,P19397,23085,LDC11313,ICICI
SO239414,24811,DebitCard,29-11-2023,P19398,122500,,Canara Bank
SO239415,24233,UPI,29-11-2023,P19399,13234.2,LDC11315,Canara Bank
SO239416,21585,CreditCard,29-11-2023,P19400,21450,LDC11316,Canara Bank
SO239417,20023,AutoDebitEMI,29-11-2023,P19401,47100,LDC11317,Andhra Bank
SO239418,22365,BankTransferEMI,29-11-2023,P19402,27750,LDC11318,HDFC
